,Board Name,Board Type,School Type,School Level,School Language,Grade Range,Enrolment,%_First_lang_not_English,%_First_lang_not_French,%_New_from_Non-English_speaking_ctry,%_New_from_Non-French_speaking_ctry,%_Special_Edu_Services,%_Gifted,%_Low_Income_Households,%_Parents_have_UniversityEducation,Avg_EQAO,Avg_change_EQAO,Avg_age_aggr,Avg_household_size_aggr,%_MaritalStatus_Married_aggr,%_NotCanadianCitizens_aggr,%_Housing_Owner_aggr,%_EthnicOrigin_NorthAmericanAboriginal_aggr,%_EthnicOrigin_OtherNorthAmerican_aggr,%_EthnicOrigin_European_aggr,%_EthnicOrigin_Caribbean_aggr,%_EthnicOrigin_LatinCentralSouthAmerican_aggr,%_EthniOrigin_African_aggr,%_EthnicOrigin_Oceania_aggr,%_Labour_InLabourForce_Unemployed_aggr,EQAO_Class,weights
10,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,68.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,29.4,7.6702247191011175,18.665704362926004,41.701130304969155,46.0,-27.0,43.975,2.1999999999999997,63.133640552995395,4.280155642023346,66.94915254237289,13.259668508287293,41.16022099447514,45.58011049723757,0.0,0.0,0.0,0.0,7.339449541284404,Poor,3
11,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,91.0,33.60884163402348,98.9,8.734000910332266,8.702095671981768,14.2,7.6702247191011175,23.7,41.701130304969155,38.666666666666664,22.0,44.375,2.15,60.18957345971564,3.6885245901639343,65.78947368421053,13.521126760563378,42.25352112676056,44.225352112676056,0.0,0.0,0.0,0.0,5.853658536585367,Poor,3
12,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,304.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,12.8,7.6702247191011175,15.9,25.0,50.666666666666664,-0.16666666666666666,46.77499999999999,2.325,54.8926014319809,2.494331065759637,62.5615763546798,9.380530973451327,24.24778761061947,65.66371681415929,0.35398230088495575,0.0,0.35398230088495575,0.0,5.64516129032258,Poor,3
13,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,195.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,9.7,7.6702247191011175,12.6,18.3,56.666666666666664,-8.0,31.35,1.875,67.94871794871796,0.6711409395973155,88.42975206611571,11.74934725848564,33.94255874673629,53.78590078328982,0.5221932114882507,0.0,0.0,0.0,5.371900826446281,Poor,3
14,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,292.0,33.60884163402348,99.3,8.734000910332266,8.702095671981768,24.3,7.6702247191011175,19.7,9.9,73.33333333333333,-3.6666666666666665,46.574999999999996,2.225,62.76923076923077,1.0126582278481013,79.21348314606742,7.846715328467154,40.51094890510949,51.277372262773724,0.0,0.0,0.36496350364963503,0.0,5.202312138728324,Average,1
15,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,120.0,33.60884163402348,95.8,8.734000910332266,8.702095671981768,18.996517626827124,7.6702247191011175,30.5,23.8,73.33333333333333,16.0,55.800000000000004,2.0,63.33333333333333,1.4799154334038054,70.7112970711297,8.667736757624397,30.17656500802568,60.19261637239165,0.32102728731942215,0.32102728731942215,0.32102728731942215,0.0,4.118993135011442,Average,1
16,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,661.0,1.7,100.0,8.734000910332266,8.702095671981768,5.7,7.6702247191011175,18.4,39.1,81.25,-14.0,42.25,2.175,49.849849849849846,2.0460358056265986,56.71641791044776,10.261569416498995,23.74245472837022,62.57545271629779,2.2132796780684103,0.8048289738430584,0.4024144869215292,0.0,4.45859872611465,Excellent,3
17,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,263.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,18.2,7.6702247191011175,12.8,46.0,67.33333333333333,0.5,43.125,2.6,69.35483870967742,0.5361930294906166,98.55072463768117,6.024096385542169,28.514056224899598,64.65863453815261,0.0,0.0,0.8032128514056224,0.0,4.605263157894736,Average,1
18,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,209.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,16.7,7.6702247191011175,16.2,34.0,57.333333333333336,-5.0,44.375,2.4749999999999996,62.27758007117438,2.0123839009287927,85.13011152416357,7.758620689655173,25.0,66.7487684729064,0.0,0.0,0.24630541871921183,0.24630541871921183,5.828779599271402,Poor,3
19,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,244.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,22.5,7.6702247191011175,27.2,23.0,57.0,-6.333333333333333,42.5,2.3249999999999997,56.07142857142857,1.146131805157593,66.44736842105263,12.472647702407002,25.82056892778993,60.393873085339166,0.6564551422319475,0.0,0.6564551422319475,0.0,6.920415224913495,Poor,3
20,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,51.0,33.60884163402348,94.1,8.734000910332266,8.702095671981768,18.996517626827124,7.6702247191011175,18.665704362926004,41.701130304969155,45.0,1.0,42.175,2.2249999999999996,61.56583629893239,1.834862385321101,80.1418439716312,11.286681715575622,30.248306997742663,57.11060948081265,0.9029345372460496,0.0,0.4514672686230248,0.0,8.823529411764707,Poor,3
21,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,49.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,24.4,7.6702247191011175,18.665704362926004,41.701130304969155,68.86757204499924,-0.4574338754723196,42.175,2.2249999999999996,61.56583629893239,1.834862385321101,80.1418439716312,11.286681715575622,30.248306997742663,57.11060948081265,0.9029345372460496,0.0,0.4514672686230248,0.0,8.823529411764707,Average,1
22,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,174.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,16.6,7.6702247191011175,23.6,26.8,55.666666666666664,11.333333333333334,43.075,2.375,57.72357723577236,1.3245033112582782,72.25130890052355,6.610169491525424,27.11864406779661,64.57627118644068,0.6779661016949152,0.3389830508474576,0.3389830508474576,0.3389830508474576,5.053191489361701,Poor,3
23,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,162.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,20.9,7.6702247191011175,27.8,19.8,35.166666666666664,-19.333333333333332,53.7,2.15,57.249070631970255,2.158273381294964,77.53623188405797,7.309941520467836,23.684210526315788,69.00584795321637,0.0,0.0,0.0,0.0,4.724409448818897,Poor,3
24,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,754.0,1.7,99.9,8.734000910332266,8.702095671981768,20.6,7.6702247191011175,12.8,29.3,58.666666666666664,-5.0,43.075,2.375,57.72357723577236,1.3245033112582782,72.25130890052355,6.610169491525424,27.11864406779661,64.57627118644068,0.6779661016949152,0.3389830508474576,0.3389830508474576,0.3389830508474576,5.053191489361701,Poor,3
25,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,7-8,138.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,21.0,7.6702247191011175,18.6,32.4,68.86757204499924,-0.4574338754723196,40.95,2.425,56.41025641025641,0.9925558312655087,62.94117647058823,10.23339317773788,26.750448833034113,60.502692998204665,0.8976660682226212,0.3590664272890485,0.8976660682226212,0.3590664272890485,6.097560975609756,Average,1
26,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,98.0,33.60884163402348,99.0,8.734000910332266,8.702095671981768,29.5,7.6702247191011175,18.665704362926004,28.2,60.666666666666664,15.5,43.650000000000006,2.2,61.702127659574465,1.728395061728395,68.64864864864865,9.523809523809524,36.08058608058608,53.11355311355312,0.5494505494505495,0.0,0.0,0.7326007326007326,4.3604651162790695,Average,1
27,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,418.17223490350693,33.60884163402348,100.0,8.734000910332266,8.702095671981768,18.996517626827124,7.6702247191011175,0.0,0.0,68.86757204499924,-0.4574338754723196,33.7,1.75,68.46153846153847,0.0,82.75862068965517,7.653061224489796,54.08163265306123,38.265306122448976,0.0,0.0,0.0,0.0,4.3478260869565215,Average,1
28,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,418.17223490350693,33.60884163402348,95.03312499999981,8.734000910332266,8.702095671981768,18.996517626827124,7.6702247191011175,18.665704362926004,41.701130304969155,68.86757204499924,-0.4574338754723196,33.7,1.75,68.46153846153847,0.0,82.75862068965517,7.653061224489796,54.08163265306123,38.265306122448976,0.0,0.0,0.0,0.0,4.3478260869565215,Average,1
29,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,176.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,11.9,7.6702247191011175,18.2,22.7,38.5,2.5,44.45,2.275,67.66256590509666,2.0989505247376314,93.12714776632302,12.070874861572536,27.796234772978963,59.68992248062015,0.0,0.4429678848283499,0.0,0.0,6.445993031358885,Poor,3
30,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,22.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,18.996517626827124,7.6702247191011175,18.665704362926004,41.701130304969155,68.86757204499924,-0.4574338754723196,48.475,1.9999999999999998,53.86996904024768,1.7632241813602016,64.76683937823834,6.8833652007648185,39.961759082217974,52.39005736137668,0.0,0.0,0.7648183556405354,0.0,4.9275362318840585,Average,1
31,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,240.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,20.0,7.6702247191011175,34.7,14.3,47.0,-8.0,48.0,2.1,58.231707317073166,1.3297872340425532,74.86338797814209,8.158995815899582,23.640167364016737,67.36401673640168,0.0,0.41841004184100417,0.0,0.41841004184100417,6.25,Poor,3
32,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,151.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,24.5,7.6702247191011175,18.9,39.3,46.333333333333336,-2.8333333333333335,36.625,2.875,59.515570934256054,0.7518796992481203,77.94117647058823,14.795008912655971,24.598930481283425,59.180035650623886,0.7130124777183601,0.35650623885918004,0.35650623885918004,0.0,7.096774193548387,Poor,3
33,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,236.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,10.5,7.6702247191011175,18.9,37.2,75.16666666666667,19.333333333333332,41.075,2.45,60.14319809069213,3.8,62.5,11.40625,24.53125,63.4375,0.0,0.3125,0.0,0.3125,6.666666666666667,Average,1
34,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,269.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,18.2,7.6702247191011175,23.9,31.7,63.5,2.3333333333333335,47.849999999999994,2.125,58.54430379746836,3.4574468085106385,84.88372093023256,6.995884773662551,24.074074074074073,67.48971193415639,1.02880658436214,0.0,0.411522633744856,0.0,2.507836990595611,Average,1
35,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,255.0,33.60884163402348,99.6,8.734000910332266,8.702095671981768,11.3,7.6702247191011175,8.2,50.6,46.666666666666664,-22.333333333333332,42.0,2.7,69.75308641975309,2.0151133501259446,97.8102189781022,7.7369439071566735,28.62669245647969,62.86266924564797,0.3868471953578337,0.3868471953578337,0.0,0.0,3.77906976744186,Poor,3
36,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,183.0,6.6,100.0,8.734000910332266,8.702095671981768,24.0,7.6702247191011175,24.7,43.1,53.5,-1.6666666666666667,45.824999999999996,2.175,58.54430379746836,1.7241379310344827,70.3030303030303,7.865168539325842,21.123595505617978,69.21348314606742,0.8988764044943821,0.44943820224719105,0.44943820224719105,0.0,5.483870967741936,Poor,3
37,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,21.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,100.0,7.6702247191011175,18.665704362926004,41.701130304969155,68.86757204499924,-0.4574338754723196,47.7,2.175,58.843537414965986,2.3346303501945527,69.28104575163398,26.136363636363637,25.90909090909091,47.27272727272727,0.0,0.0,0.6818181818181818,0.0,5.244755244755245,Average,1
38,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,116.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,19.8,7.6702247191011175,12.8,33.6,29.0,-37.666666666666664,43.64999999999999,2.2,61.702127659574465,1.728395061728395,68.64864864864865,9.523809523809524,36.08058608058608,53.11355311355312,0.5494505494505495,0.0,0.0,0.7326007326007326,4.3604651162790695,Poor,3
39,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,103.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,14.5,7.6702247191011175,18.665704362926004,48.9,67.16666666666667,-11.0,46.825,2.375,73.79807692307693,1.098901098901099,95.87628865979381,6.884681583476763,25.645438898450944,66.60929432013769,0.34423407917383825,0.5163511187607573,0.0,0.0,4.534005037783375,Average,1
40,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,800.0,3.0,99.6,1.8,1.8,20.5,7.6702247191011175,15.0,31.0,58.333333333333336,0.6666666666666666,48.175,2.125,55.673758865248224,3.389830508474576,70.06802721088435,5.6000000000000005,26.400000000000002,67.46666666666667,0.0,0.0,0.5333333333333333,0.0,6.8181818181818175,Poor,3
41,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,7-8,22.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,100.0,7.6702247191011175,18.665704362926004,41.701130304969155,68.86757204499924,-0.4574338754723196,54.225,2.0749999999999997,55.90277777777778,2.0689655172413794,76.35135135135135,7.629427792915531,24.250681198910083,68.11989100817438,0.0,0.0,0.0,0.0,4.4609665427509295,Average,1
42,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,7-8,65.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,23.0,7.6702247191011175,26.6,34.1,68.86757204499924,-0.4574338754723196,54.225,2.0749999999999997,55.90277777777778,2.0689655172413794,76.35135135135135,7.629427792915531,24.250681198910083,68.11989100817438,0.0,0.0,0.0,0.0,4.4609665427509295,Average,1
43,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,266.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,11.2,7.6702247191011175,9.9,45.0,82.16666666666667,12.0,49.7,2.3249999999999997,51.88470066518847,2.406417112299465,73.93939393939394,8.447488584474886,20.54794520547945,70.54794520547945,0.45662100456621,0.0,0.0,0.0,6.289308176100629,Excellent,3
44,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,170.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,15.8,7.6702247191011175,14.2,27.8,55.333333333333336,-2.3333333333333335,50.300000000000004,2.1750000000000003,63.49693251533742,1.977401129943503,79.375,7.366071428571429,31.473214285714285,61.16071428571429,0.0,0.0,0.0,0.0,7.000000000000001,Poor,3
45,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,134.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,38.0,7.6702247191011175,18.9,12.9,46.5,6.0,35.724999999999994,1.5499999999999998,55.39033457249071,1.3513513513513513,67.8082191780822,16.83937823834197,31.34715025906736,50.77720207253886,1.0362694300518136,0.0,0.0,0.0,6.7164179104477615,Poor,3
46,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,481.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,34.3,7.6702247191011175,15.8,25.0,46.0,-10.333333333333334,41.3,2.35,56.09137055837563,3.655913978494624,56.54205607476636,14.467408585055644,26.550079491255964,58.34658187599364,0.3179650238473768,0.3179650238473768,0.0,0.0,5.974025974025974,Poor,3
47,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,7-8,79.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,36.7,7.6702247191011175,28.1,29.4,68.86757204499924,-0.4574338754723196,31.775,1.75,56.8075117370892,0.8368200836820083,71.17117117117117,17.478510028653297,26.93409742120344,55.014326647564474,0.5730659025787965,0.0,0.0,0.0,9.644670050761421,Average,1
48,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,248.0,4.4,99.2,8.734000910332266,8.702095671981768,24.1,7.6702247191011175,10.8,42.5,81.33333333333333,3.1666666666666665,39.375,2.325,50.83056478405316,0.5698005698005698,48.734177215189874,7.423580786026202,35.37117903930131,54.80349344978166,1.0917030567685588,0.43668122270742354,0.8733624454148471,0.0,5.154639175257731,Excellent,3
49,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,375.0,6.4,99.2,3.2,3.2,5.0,7.6702247191011175,16.3,44.6,78.33333333333333,-10.666666666666666,33.3,1.7249999999999999,27.37226277372263,15.298507462686567,17.5,3.272727272727273,23.636363636363637,68.72727272727272,0.0,1.4545454545454546,1.8181818181818181,1.090909090909091,9.84251968503937,Average,1
50,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,329.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,14.5,7.6702247191011175,22.9,29.8,59.0,2.6666666666666665,46.55,2.325,56.916099773242635,1.9267822736030826,76.92307692307693,5.103668261562999,31.100478468899524,59.96810207336522,1.9138755980861244,1.9138755980861244,0.0,0.0,4.337899543378995,Poor,3
51,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Secondary,English,9-12,1047.0,5.1,99.3,1.3,1.3,25.6,7.6702247191011175,8.5,40.5,72.0,3.0,41.074999999999996,2.9749999999999996,65.35269709543569,2.707275803722504,95.93908629441624,2.4963289280469896,28.34067547723935,64.90455212922174,2.0558002936857562,0.5873715124816447,1.6152716593245229,0.0,3.2586558044806515,Average,1
52,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,115.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,16.5,7.6702247191011175,11.0,31.1,76.5,-5.666666666666667,41.6,2.775,68.28543111992072,2.1325209444021325,93.94618834080718,3.9465695203400117,32.60473588342441,60.10928961748634,0.3035822707953855,0.7893139040680024,2.0036429872495445,0.24286581663630846,4.457364341085271,Average,1
53,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,96.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,14.5,7.6702247191011175,11.8,19.8,78.66666666666667,-0.4574338754723196,40.7,2.7,63.6150234741784,0.0,86.22448979591837,38.724035608308604,16.172106824925816,44.510385756676556,0.2967359050445104,0.2967359050445104,0.0,0.0,5.373831775700935,Average,1
54,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,217.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,15.2,7.6702247191011175,26.0,21.2,57.0,25.166666666666668,40.7,2.225,50.159744408945684,1.3333333333333335,55.688622754491014,7.006369426751593,32.05944798301486,59.023354564755834,0.42462845010615713,0.6369426751592357,0.8492569002123143,0.0,7.717041800643088,Poor,3
55,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,290.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,19.3,7.6702247191011175,18.5,27.9,64.66666666666667,-14.166666666666666,44.6,2.2,55.972696245733786,0.0,66.66666666666666,6.192660550458716,40.36697247706422,52.752293577981646,0.0,0.6880733944954129,0.0,0.0,3.767123287671233,Average,1
56,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,240.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,14.1,7.6702247191011175,6.1,42.9,62.5,-20.166666666666668,44.325,2.575,62.45847176079734,4.098360655737705,92.14285714285714,7.515657620041753,29.436325678496868,60.33402922755741,1.0438413361169103,0.0,1.6701461377870561,0.0,4.590163934426229,Average,1
57,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Secondary,English,9-12,313.0,7.7,98.7,3.8,3.8,4.7,7.6702247191011175,22.0,21.1,68.86757204499924,-0.4574338754723196,44.400000000000006,2.075,46.478873239436616,2.1739130434782608,31.343283582089555,5.502846299810247,33.017077798861486,58.82352941176471,1.3282732447817838,0.5692599620493358,0.7590132827324478,0.0,4.972375690607735,Average,1
58,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,383.0,2.6,99.5,8.734000910332266,8.702095671981768,12.2,7.6702247191011175,6.2,58.8,78.5,-7.833333333333333,41.074999999999996,2.975,65.35269709543569,2.707275803722504,95.93908629441624,2.4963289280469896,28.34067547723935,64.90455212922174,2.0558002936857562,0.5873715124816447,1.6152716593245229,0.0,3.2586558044806515,Average,1
59,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Secondary,English,9-12,448.0,8.5,98.4,2.7,2.7,19.8,7.6702247191011175,16.8,31.4,69.0,5.666666666666667,47.25,1.725,38.297872340425535,4.297994269340974,26.442307692307693,5.59610705596107,28.710462287104622,63.017031630170315,0.0,1.2165450121654502,0.48661800486618007,0.9732360097323601,3.4161490683229814,Average,1
60,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,167.0,33.60884163402348,99.4,8.734000910332266,8.702095671981768,25.7,7.6702247191011175,30.9,22.6,49.666666666666664,-1.6666666666666667,43.0,2.175,42.857142857142854,2.037037037037037,32.27091633466135,7.657657657657657,33.033033033033036,56.006006006006004,1.6516516516516515,0.7507507507507507,0.9009009009009009,0.0,5.275229357798166,Poor,3
61,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,270.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,19.6,7.6702247191011175,10.6,50.8,87.0,12.333333333333334,45.974999999999994,2.375,62.5,3.428571428571429,85.62091503267973,1.3729977116704806,29.290617848970253,66.36155606407323,0.9153318077803204,1.3729977116704806,0.6864988558352403,0.0,4.220779220779221,Excellent,3
62,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,176.0,33.60884163402348,100.0,8.734000910332266,8.702095671981768,19.3,7.6702247191011175,26.4,14.3,69.0,-18.5,52.15,1.975,52.76381909547738,2.336448598130841,55.660377358490564,6.4453125,33.984375,58.0078125,1.171875,0.0,0.390625,0.0,3.2,Average,1
