,Board Name,Board Type,School Type,School Level,School Language,Grade Range,City,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Children Who Live in Low-Income Households,Percentage of Students Whose Parents Have Some University Education,Avg_EQAO,Avg_change_EQAO,Avg_age_aggr,Age_0to14yrs_aggr,Age_15to64yrs_aggr,Age_65+yrs_aggr,Avg_household_size_aggr,Perc_Dwelling_Single-detached house_aggr,Perc_Dwelling_Apartment_aggr,Perc_Dwelling_Otherattached_aggr,Perc_MaritalStatus_Married_aggr,Perc_MaritalStatus_NotMarried_aggr,Perc_KnowledgeofOfficialLanguage_EnglishOnly_aggr,Perc_KnowledgeofOfficialLanguage_FrenchOnly_aggr,Perc_KnowledgeofOfficialLanguage_both_aggr,Perc_KnowledgeofOfficialLanguage_none_aggr,Perc_Canadian citizens_aggr,Perc_NotCanadianCitizens_aggr,Perc_Immigration_Non-immigrants_aggr,Perc_Immigration_Immigrants_aggr,Perc_Immigration_Non-permanent residents_aggr,Perc_Immigration_SelectedPlacesBirth_Americas_aggr,Perc_Immigration_SelectedPlacesBirth_Europe_aggr,Perc_Immigration_SelectedPlacesBirth_Africa_aggr,Perc_Immigration_SelectedPlacesBirth_Asia_aggr,Perc_Immigration_SelectedPlacesBirth_Oceania_Other_aggr,Perc_Housing_Owner_aggr,Perc_Housing_Renter_aggr,Perc_Housing_BandHousing_aggr,Perc_EthnicOrigin_NorthAmericanAboriginal_aggr,Perc_EthnicOrigin_OtherNorthAmerican_aggr,Perc_EthnicOrigin_European_aggr,Perc_EthnicOrigin_Caribbean_aggr,Perc_EthnicOrigin_LatinCentralSouthAmerican_aggr,Perc_EthniOrigin_African_aggr,Perc_EthnicOrigin_Oceania_aggr,Perc_Education_No certificateDiplomaDegree_aggr,Perc_Education_Secondary(high)SchoolDiploma_aggr,Perc_Education_PostsecondaryCertificateDiplomaDegree_ApprenticeshipTradesCertificateDiploma_aggr,Perc_Education_PostsecondaryCertificateDiplomaDegree_CollegeCEGEPOtherNon-universityCertificateDiploma_aggr,Perc_Education_PostsecondaryCertificateDiplomaDegree_UniversityCertificateDiplomaBelowBachelorLevel_aggr,Perc_Education_PostsecondaryCertificateDiplomaDegree_UniversityCertificateDiplomaDegreeBachelorLevelAbove_aggr,Perc_Labour_InLabourForce_Employed_aggr,Perc_Labour_InLabourForce_Unemployed_aggr,Perc_Labour_NotInLabourForce_aggr,EQAO_Class
3853,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,East York,1001.0,25.3,99.2,1.6,1.6,11.2,2.3,14.5,69.4,91.5,-1.0,40.475,19.175,66.44999999999999,14.8,2.75,67.27272727272727,21.818181818181817,10.909090909090908,61.34453781512605,38.655462184873954,84.28246013667426,0.0,15.261958997722095,0.45558086560364464,93.66197183098592,6.338028169014084,76.11241217798595,22.24824355971897,1.639344262295082,25.0,35.41666666666667,2.083333333333333,37.5,0.0,74.375,25.624999999999996,0.0,0.411522633744856,23.045267489711936,69.34156378600824,2.674897119341564,2.880658436213992,1.646090534979424,0.0,9.03954802259887,17.51412429378531,1.977401129943503,12.146892655367232,2.2598870056497176,57.06214689265536,60.80691642651297,3.7463976945244957,35.44668587896253,Excellent
3854,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,North York,553.0,20.3,100.0,9.8,10.3,13.2,0.0,11.2,77.6,76.5,-2.8333333333333335,36.25,23.825,65.725,10.775000000000002,3.15,74.83870967741936,15.483870967741936,9.67741935483871,62.5,37.5,88.00813008130082,0.20325203252032523,11.178861788617885,0.6097560975609756,87.03703703703704,12.962962962962962,67.56198347107438,29.958677685950413,2.479338842975207,13.60544217687075,29.25170068027211,6.802721088435375,48.97959183673469,1.3605442176870748,75.48387096774194,24.516129032258064,0.0,0.0,23.851203501094094,69.58424507658644,2.1881838074398248,0.437636761487965,3.938730853391685,0.0,11.702127659574469,17.819148936170212,4.25531914893617,10.638297872340425,2.6595744680851063,52.92553191489362,65.1595744680851,3.4574468085106385,31.382978723404253,Fair
3855,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-5,North York,178.0,50.6,100.0,16.9,16.9,15.7,0.0,25.4,70.3,60.666666666666664,-26.0,39.824999999999996,17.225,68.0,14.325,2.9,18.89168765743073,61.20906801007556,19.899244332493705,55.32381997804611,44.6761800219539,86.37992831541219,0.08960573476702509,8.870967741935484,4.659498207885305,74.47183098591549,25.528169014084508,32.161687170474515,63.708260105448154,4.130052724077329,9.641873278236915,18.87052341597796,5.096418732782369,66.39118457300276,0.0,24.25,75.75,0.0,1.5432098765432098,15.74074074074074,58.64197530864198,9.5679012345679,6.635802469135803,7.87037037037037,0.0,13.440860215053762,23.763440860215056,3.763440860215054,16.021505376344088,4.623655913978494,38.387096774193544,59.09580193756727,6.458557588805166,34.445640473627556,Fair
3856,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,Toronto,344.0,34.0,99.7,0.0,0.0,17.1,0.0,21.8,60.7,55.0,-4.5,38.55,15.650000000000002,72.375,10.774999999999999,2.6,10.071942446043165,6.474820143884892,83.45323741007195,51.31578947368421,48.68421052631579,75.69060773480662,0.0,12.430939226519337,11.878453038674033,86.85714285714286,13.142857142857142,64.45086705202311,32.947976878612714,2.601156069364162,8.620689655172415,10.344827586206897,3.4482758620689653,75.86206896551724,1.7241379310344827,63.70370370370371,36.2962962962963,0.0,1.4760147601476015,22.509225092250922,66.42066420664207,5.535055350553505,0.7380073800738007,3.3210332103321036,0.0,25.252525252525253,19.865319865319865,2.0202020202020203,16.161616161616163,2.356902356902357,34.34343434343434,65.2027027027027,3.7162162162162162,31.08108108108108,Bad
3857,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,Scarborough,1383.0,55.5,99.8,6.4,6.3,19.8,0.0,20.7,35.6,56.333333333333336,-3.6666666666666665,37.825,17.3,70.675,12.325000000000001,3.5250000000000004,12.5,0.0,87.5,51.368760064412236,48.631239935587764,91.13756613756614,0.0,4.1005291005291005,4.761904761904762,86.05830164765526,13.941698352344739,37.531806615776084,58.269720101781175,4.198473282442748,24.130434782608695,2.391304347826087,9.130434782608695,64.34782608695652,0.0,78.03738317757009,21.962616822429908,0.0,1.0025062656641603,16.791979949874687,24.31077694235589,28.07017543859649,9.022556390977442,20.30075187969925,0.5012531328320802,18.553459119496853,31.91823899371069,5.345911949685535,17.452830188679243,3.459119496855346,23.270440251572328,58.37245696400626,6.416275430359937,35.2112676056338,Bad
3858,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,K-8,Toronto,510.0,46.7,99.0,3.5,3.5,9.2,0.0,27.4,82.1,81.0,-8.75,49.575,9.425,62.175,29.225,3.175,93.47826086956522,0.0,6.521739130434782,56.22895622895623,43.77104377104377,81.94444444444444,0.0,11.458333333333332,6.597222222222222,87.06293706293707,12.937062937062937,40.35087719298245,55.78947368421052,3.8596491228070176,6.289308176100629,9.433962264150944,4.40251572327044,79.87421383647799,0.0,100.0,0.0,0.0,0.0,18.045112781954884,71.42857142857143,6.7669172932330826,0.0,3.7593984962406015,0.0,10.038610038610038,17.374517374517374,0.7722007722007722,10.038610038610038,3.474903474903475,58.301158301158296,56.97674418604651,3.488372093023256,39.53488372093023,Excellent
3859,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-5,North York,276.0,73.6,100.0,29.3,29.3,6.8,0.0,33.0,76.5,70.0,-9.0,43.824999999999996,12.875,67.375,18.75,3.025,84.21052631578947,0.0,15.789473684210526,61.09510086455331,38.90489913544668,87.468671679198,0.0,6.516290726817042,6.015037593984962,84.25,15.75,37.93969849246231,60.80402010050251,1.256281407035176,2.459016393442623,12.295081967213115,0.0,85.24590163934425,0.0,85.15625,14.84375,0.0,0.0,18.012422360248447,79.5031055900621,1.2422360248447204,0.0,1.2422360248447204,0.0,12.023460410557185,20.821114369501466,1.466275659824047,12.316715542521994,3.812316715542522,49.56011730205279,56.395348837209305,4.941860465116279,38.662790697674424,Fair
3860,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Toronto,473.0,68.1,99.6,13.1,13.7,16.2,0.0,60.1,32.7,72.83333333333333,19.333333333333332,38.2,13.8,77.10000000000001,9.7,2.2249999999999996,1.6025641025641024,66.02564102564102,32.371794871794876,42.8099173553719,57.190082644628106,82.46844319775596,0.0,11.220196353436185,6.311360448807854,90.33557046979865,9.664429530201343,52.086137281292054,45.76043068640646,2.1534320323014806,8.797653958944283,6.158357771260997,14.66275659824047,69.79472140762464,0.5865102639296188,32.6219512195122,67.3780487804878,0.0,2.7837259100642395,21.413276231263385,48.17987152034261,4.496788008565311,3.854389721627409,18.843683083511777,0.4282655246252677,21.54340836012862,25.884244372990356,2.090032154340836,10.77170418006431,3.697749196141479,36.01286173633441,53.6,4.64,41.760000000000005,Fair
3861,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Toronto,273.0,12.8,100.0,4.0,4.0,8.7,0.0,21.4,57.5,72.0,-24.0,46.775000000000006,4.425,68.375,27.5,2.1,4.477611940298507,21.393034825870647,74.12935323383084,33.057851239669425,66.94214876033058,71.76470588235294,0.2352941176470588,15.058823529411763,12.941176470588237,87.28179551122194,12.718204488778055,55.33498759305211,38.70967741935484,5.955334987593052,8.38709677419355,25.161290322580644,2.5806451612903225,63.87096774193548,0.0,36.41025641025641,63.589743589743584,0.0,3.3232628398791544,17.220543806646525,70.99697885196375,2.416918429003021,3.0211480362537766,2.416918429003021,0.6042296072507553,16.103896103896105,25.454545454545453,1.8181818181818181,7.2727272727272725,2.5974025974025974,46.75324675324675,54.947916666666664,5.208333333333334,39.84375,Fair
3862,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,Scarborough,395.0,68.6,100.0,14.4,14.4,11.3,0.0,22.0,40.9,72.83333333333333,-4.666666666666667,42.0,15.799999999999997,64.44999999999999,19.2,3.2750000000000004,79.48717948717949,0.0,20.51282051282051,56.574923547400616,43.425076452599384,90.72164948453609,0.0,4.639175257731959,4.639175257731959,85.07853403141361,14.921465968586386,41.952506596306065,56.200527704485495,1.8469656992084433,9.345794392523365,18.69158878504673,7.009345794392523,64.95327102803739,0.0,78.2258064516129,21.774193548387096,0.0,3.4653465346534658,17.82178217821782,52.97029702970298,10.396039603960396,6.435643564356436,8.91089108910891,0.0,25.23961661341853,33.86581469648562,6.7092651757188495,17.252396166134183,2.5559105431309903,14.376996805111823,57.413249211356465,4.100946372239748,38.48580441640379,Fair
3863,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Scarborough,196.0,19.4,100.0,0.0,0.0,22.9,0.0,19.4,34.9,46.333333333333336,-19.666666666666668,41.35,13.65,70.35000000000001,16.375,3.275,50.970873786407765,0.0,49.029126213592235,49.48979591836735,50.51020408163265,91.22807017543859,0.14619883040935672,5.847953216374268,2.7777777777777777,88.01775147928994,11.982248520710058,38.10930576070901,60.4135893648449,1.4771048744460855,34.474327628361856,7.090464547677261,4.645476772616137,53.789731051344745,0.0,85.29411764705883,14.705882352941178,0.0,0.5141388174807198,14.395886889460154,36.760925449871465,29.82005141388175,7.712082262210797,10.796915167095115,0.0,17.62589928057554,34.53237410071942,4.136690647482014,23.201438848920862,3.776978417266187,16.72661870503597,58.06451612903226,5.734767025089606,36.200716845878134,Bad
3865,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,Scarborough,175.0,44.0,100.0,10.9,10.9,14.2,0.0,28.3,46.5,57.333333333333336,-6.833333333333333,45.625,12.675,63.375,23.675,2.975,70.64220183486239,0.0,29.357798165137616,59.36395759717315,40.63604240282685,83.07692307692308,0.0,6.769230769230769,10.153846153846153,85.8934169278997,14.106583072100312,38.924050632911396,59.17721518987342,1.89873417721519,10.471204188481675,17.801047120418847,1.5706806282722512,70.15706806282722,0.0,85.18518518518519,14.814814814814813,0.0,1.1299435028248588,15.254237288135593,63.84180790960452,11.299435028248588,6.214689265536723,2.2598870056497176,0.0,22.77580071174377,32.38434163701068,4.98220640569395,17.08185053380783,3.558718861209965,19.217081850533805,47.14285714285714,3.571428571428571,49.28571428571429,Bad
3866,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,Toronto,155.0,71.6,100.0,9.0,9.0,20.0,0.0,31.3,51.5,68.66666666666667,7.666666666666667,42.825,13.225,68.6,18.5,3.1999999999999997,51.66666666666667,0.0,48.333333333333336,53.57142857142857,46.42857142857143,77.77777777777779,0.0,3.359173126614987,18.863049095607234,83.59375,16.40625,29.09090909090909,68.57142857142857,2.3376623376623376,5.7251908396946565,3.435114503816794,1.1450381679389312,89.69465648854961,0.0,90.2654867256637,9.734513274336283,0.0,0.0,24.096385542168676,48.19277108433735,14.457831325301203,2.4096385542168677,10.843373493975903,0.0,24.2603550295858,26.923076923076923,3.2544378698224854,12.721893491124261,2.366863905325444,30.473372781065088,51.632047477744806,4.747774480712167,43.62017804154303,Fair
3867,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Scarborough,492.0,84.6,99.6,10.6,10.8,9.7,0.0,27.3,25.7,68.33333333333333,-6.166666666666667,39.675,14.724999999999998,73.05000000000001,12.0,3.625,68.85245901639344,0.0,31.147540983606557,58.63874345549738,41.361256544502616,73.61419068736141,0.22172949002217296,3.325942350332594,22.838137472283815,81.04575163398692,18.954248366013072,27.472527472527474,70.98901098901099,1.5384615384615385,6.521739130434782,1.8633540372670807,0.0,91.61490683229813,0.0,94.21487603305785,5.785123966942149,0.0,0.0,22.413793103448278,27.586206896551722,22.413793103448278,12.068965517241379,15.517241379310345,0.0,25.839793281653744,35.65891472868217,2.5839793281653747,13.953488372093023,2.0671834625323,19.896640826873384,53.84615384615385,5.897435897435897,40.256410256410255,Fair
3868,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,Toronto,1141.0,8.8,98.1,1.7,1.0,16.1,2.3,11.5,62.9,74.66666666666667,-6.0,41.2,19.125,62.5,18.3,2.3,20.809248554913296,20.23121387283237,58.95953757225434,54.0625,45.9375,82.99492385786802,0.0,15.228426395939088,1.7766497461928936,96.68367346938776,3.316326530612245,77.94871794871796,22.05128205128205,0.0,22.988505747126435,44.827586206896555,3.4482758620689653,24.137931034482758,4.597701149425287,61.36363636363637,38.63636363636363,0.0,2.6030368763557483,19.739696312364423,66.81127982646422,3.2537960954446854,3.2537960954446854,2.8199566160520604,1.5184381778741864,11.726384364820847,22.80130293159609,5.537459283387622,18.566775244299674,2.6058631921824107,38.762214983713356,66.45367412140575,4.472843450479233,29.073482428115017,Fair
3869,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,Toronto,408.0,65.2,100.0,12.3,12.3,14.7,0.0,40.4,51.8,56.166666666666664,-7.666666666666667,39.75,15.399999999999999,68.5,15.924999999999999,3.4749999999999996,37.908496732026144,11.11111111111111,50.98039215686274,52.60770975056689,47.3922902494331,89.79206049149339,0.0,4.536862003780719,5.671077504725898,86.95652173913044,13.043478260869565,37.051039697542535,61.43667296786389,1.5122873345935728,22.981366459627328,2.7950310559006213,3.4161490683229814,70.80745341614907,0.0,77.07006369426752,22.929936305732486,0.0,0.0,15.879828326180256,26.180257510729614,30.472103004291846,13.304721030042918,14.163090128755366,0.0,19.25754060324826,31.786542923433874,5.336426914153132,16.009280742459396,3.248259860788863,24.361948955916475,56.674473067915685,7.494145199063232,35.831381733021075,Bad
3870,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,Scarborough,124.0,44.4,99.2,12.9,12.9,17.7,0.0,24.4,30.0,50.0,-5.833333333333333,43.0,13.15,68.97500000000001,18.075000000000003,2.875,76.2589928057554,0.0,23.741007194244602,53.529411764705884,46.470588235294116,91.7948717948718,0.0,4.358974358974359,3.8461538461538463,94.11764705882352,5.88235294117647,57.50636132315522,41.98473282442748,0.5089058524173028,5.487804878048781,25.0,6.097560975609756,63.41463414634146,0.0,86.33093525179856,13.66906474820144,0.0,1.465201465201465,23.076923076923077,64.83516483516483,4.761904761904762,2.197802197802198,3.6630036630036633,0.0,19.5906432748538,30.701754385964914,7.309941520467836,16.666666666666664,3.508771929824561,22.22222222222222,55.02958579881657,3.5502958579881656,41.42011834319527,Bad
3871,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,North York,258.0,43.4,100.0,7.4,7.4,17.8,0.0,22.3,26.7,72.33333333333333,-8.166666666666666,48.7,12.0,57.175000000000004,30.45,2.7,91.71974522292994,0.0,8.280254777070063,57.97872340425532,42.02127659574468,89.17647058823529,0.0,3.294117647058824,7.529411764705881,92.37472766884531,7.625272331154684,52.40174672489083,45.633187772925766,1.9650655021834063,9.95260663507109,76.77725118483413,1.8957345971563981,11.374407582938389,0.0,85.45454545454545,14.545454545454545,0.0,0.4464285714285714,7.366071428571429,85.49107142857143,2.232142857142857,3.125,1.3392857142857142,0.0,35.35353535353536,25.0,8.333333333333332,13.383838383838384,0.5050505050505051,17.424242424242426,48.87218045112782,3.007518796992481,48.1203007518797,Fair
3873,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,Toronto,1721.0,85.9,99.7,22.0,22.0,17.2,5.4,45.2,50.3,71.66666666666667,-3.3333333333333335,37.475,17.85,69.375,12.875,3.2,0.0,88.65979381443299,11.34020618556701,51.83553597650514,48.164464023494865,89.02291917973461,0.0,4.101326899879373,6.875753920386007,77.61557177615572,22.38442822384428,27.825030376670718,66.58566221142162,5.5893074119076545,6.909090909090909,7.636363636363637,7.818181818181818,77.63636363636364,0.0,59.16955017301038,40.830449826989614,0.0,2.214022140221402,28.044280442804425,51.66051660516605,4.797047970479705,4.059040590405904,8.487084870848708,0.7380073800738007,20.574886535552196,23.44931921331316,3.6308623298033282,17.700453857791228,3.3282904689863844,31.316187594553707,52.567975830815705,6.797583081570997,40.6344410876133,Fair
3874,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Toronto,337.0,31.2,98.2,7.4,7.4,13.9,0.0,38.5,50.1,65.83333333333333,15.333333333333334,31.525000000000002,9.024999999999999,55.050000000000004,10.925,1.325,0.0,81.49466192170819,18.505338078291814,40.31890660592255,59.68109339407744,85.94377510040161,0.4016064257028112,12.650602409638553,1.0040160642570282,94.5631067961165,5.436893203883495,62.86266924564797,36.17021276595745,0.9671179883945842,28.87700534759358,25.13368983957219,11.76470588235294,33.155080213903744,1.06951871657754,36.01398601398601,63.98601398601399,0.0,2.840909090909091,16.666666666666664,59.28030303030303,7.386363636363637,4.545454545454546,9.280303030303031,0.0,7.28476821192053,18.101545253863137,3.090507726269316,21.41280353200883,2.207505518763797,47.90286975717439,66.5929203539823,4.646017699115045,28.761061946902654,Fair
3875,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,Etobicoke,1181.0,45.7,99.6,5.4,5.4,35.0,19.6,20.8,44.4,64.33333333333333,-6.333333333333333,44.0,14.649999999999999,66.575,19.45,2.775,58.08383233532935,40.119760479041915,1.7964071856287425,59.73684210526316,40.26315789473684,90.6392694063927,0.0,7.76255707762557,1.5981735159817352,93.3920704845815,6.607929515418502,63.23851203501094,35.667396061269145,1.0940919037199124,11.728395061728394,47.53086419753087,1.8518518518518516,38.88888888888889,0.0,68.45238095238095,31.547619047619047,0.0,0.47393364928909953,17.77251184834123,76.54028436018957,1.4218009478672986,2.6066350710900474,1.1848341232227488,0.0,10.704960835509137,24.804177545691903,3.91644908616188,19.06005221932115,4.177545691906006,37.33681462140992,62.43523316062176,3.8860103626943006,33.67875647668394,Fair
3876,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Scarborough,446.0,71.7,99.8,3.4,3.4,14.1,0.0,23.8,27.8,66.66666666666667,-3.1666666666666665,40.3,14.225000000000001,70.85,15.549999999999999,3.6,73.18840579710145,0.0,26.811594202898554,53.47721822541966,46.52278177458034,92.81314168377823,0.0,3.4907597535934287,3.696098562628337,89.91228070175438,10.087719298245613,30.718954248366014,67.53812636165577,1.7429193899782136,29.773462783171524,2.912621359223301,1.9417475728155338,65.37216828478964,0.0,83.96946564885496,16.030534351145036,0.0,0.0,16.483516483516482,31.318681318681318,29.67032967032967,15.384615384615385,7.142857142857142,0.0,23.587223587223587,31.941031941031937,4.914004914004914,17.1990171990172,1.9656019656019657,20.39312039312039,52.345679012345684,8.148148148148149,39.50617283950617,Fair
3877,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Scarborough,274.0,29.6,100.0,9.1,9.1,23.3,0.0,33.0,50.9,45.5,-16.0,42.875,13.675,69.625,16.3,2.9250000000000003,69.73684210526315,0.0,30.263157894736842,54.145077720207254,45.854922279792746,89.91031390134529,0.2242152466367713,6.502242152466367,3.3632286995515694,89.61625282167043,10.383747178329571,50.11337868480725,49.43310657596372,0.45351473922902497,11.818181818181818,29.545454545454547,1.8181818181818181,56.81818181818182,0.0,79.87012987012987,20.12987012987013,0.0,2.941176470588235,20.0,64.41176470588236,7.647058823529412,3.2352941176470593,1.7647058823529411,0.0,17.783505154639176,28.09278350515464,5.154639175257731,17.2680412371134,3.350515463917526,28.350515463917525,56.62337662337662,4.935064935064935,38.44155844155844,Bad
3878,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,Scarborough,377.0,44.6,100.0,9.5,9.8,24.4,0.0,46.5,38.1,68.83333333333333,4.333333333333333,42.5,12.95,71.6,15.825,2.775,21.875,51.24999999999999,26.875,48.4472049689441,51.5527950310559,91.66666666666666,0.0,5.64516129032258,2.6881720430107525,90.0523560209424,9.947643979057592,45.19480519480519,52.98701298701298,1.8181818181818181,20.19704433497537,13.793103448275861,9.852216748768473,56.15763546798029,0.0,44.303797468354425,55.69620253164557,0.0,0.0,23.484848484848484,43.93939393939394,11.363636363636363,9.469696969696969,11.742424242424242,0.0,23.404255319148938,30.3951367781155,4.86322188449848,16.717325227963524,2.735562310030395,21.88449848024316,52.40963855421686,6.927710843373494,40.66265060240964,Fair
3879,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-5,Toronto,637.0,6.6,100.0,2.4,2.8,7.5,0.0,4.4,88.8,94.33333333333333,4.0,38.375,23.35,63.875,12.35,2.775,34.751773049645394,0.0,65.24822695035462,67.003367003367,32.996632996633,85.16624040920716,0.0,14.578005115089516,0.2557544757033248,96.89119170984456,3.1088082901554404,81.13695090439276,18.34625322997416,0.516795865633075,13.513513513513514,47.2972972972973,10.81081081081081,28.37837837837838,0.0,86.7132867132867,13.286713286713287,0.0,0.904977375565611,27.601809954751133,65.61085972850678,1.809954751131222,0.904977375565611,2.7149321266968327,0.4524886877828055,8.16326530612245,14.965986394557824,2.380952380952381,10.884353741496598,1.3605442176870748,62.244897959183675,69.38775510204081,4.081632653061225,26.53061224489796,Excellent
3880,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-5,North York,773.0,67.5,99.6,35.8,35.6,5.4,0.0,39.2,88.6,88.33333333333333,1.0,39.575,12.95,73.82499999999999,13.175,2.5250000000000004,2.6804123711340204,79.79381443298969,17.525773195876287,57.00293829578844,42.99706170421156,85.53299492385787,0.08460236886632826,6.429780033840947,7.952622673434856,68.53658536585367,31.463414634146343,20.454545454545457,70.12987012987013,9.415584415584416,3.484320557491289,6.968641114982578,2.2067363530778166,87.34030197444832,0.0,69.4331983805668,30.5668016194332,0.0,2.181818181818182,9.818181818181818,70.18181818181817,1.8181818181818181,5.454545454545454,10.545454545454545,0.0,7.894736842105263,19.172932330827066,1.5037593984962405,9.586466165413533,3.7593984962406015,58.08270676691729,49.71804511278196,5.169172932330826,45.11278195488722,Excellent
3881,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,Toronto,513.0,9.4,100.0,2.3,2.3,30.6,12.6,13.9,67.1,72.33333333333333,0.6666666666666666,39.775000000000006,16.75,68.275,14.825,2.425,17.36842105263158,13.157894736842104,69.47368421052632,53.278688524590166,46.72131147540984,82.83752860411899,0.0,13.729977116704806,3.4324942791762014,91.62790697674419,8.372093023255815,71.72897196261682,26.401869158878505,1.8691588785046727,26.31578947368421,51.75438596491229,3.508771929824561,18.421052631578945,0.0,49.740932642487046,50.259067357512954,0.0,2.4193548387096775,18.14516129032258,68.34677419354838,3.4274193548387095,4.838709677419355,2.0161290322580645,0.8064516129032258,14.127423822714682,17.174515235457065,3.8781163434903045,16.06648199445983,1.662049861495845,47.091412742382275,66.94214876033058,3.8567493112947657,29.201101928374655,Fair
3882,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Scarborough,257.0,41.2,99.6,5.1,5.1,9.7,0.0,17.4,34.1,75.16666666666667,9.833333333333334,41.775,13.575,68.475,17.700000000000003,3.4000000000000004,77.30496453900709,0.0,22.69503546099291,56.61764705882353,43.38235294117647,91.13924050632912,0.21097046413502107,6.118143459915612,2.5316455696202533,91.4798206278027,8.520179372197308,41.57303370786517,57.528089887640455,0.8988764044943821,31.88976377952756,9.84251968503937,1.574803149606299,56.69291338582677,0.0,87.21804511278195,12.781954887218044,0.0,1.107011070110701,15.129151291512915,49.815498154981555,14.760147601476014,11.07011070110701,8.118081180811808,0.0,16.83937823834197,29.274611398963728,5.4404145077720205,18.393782383419687,2.849740932642487,27.202072538860104,60.78947368421053,3.421052631578948,35.78947368421053,Fair
3883,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-5,Etobicoke,206.0,35.4,99.5,4.9,4.9,6.3,0.0,25.0,33.4,47.666666666666664,-16.666666666666668,38.45,15.075,72.44999999999999,13.55,3.5500000000000003,35.65217391304348,0.0,64.34782608695652,52.312138728323696,47.687861271676304,93.12039312039312,0.0,2.9484029484029484,3.9312039312039313,80.20050125313283,19.799498746867165,34.08521303258145,62.65664160401002,3.258145363408521,45.78313253012048,4.417670682730924,10.040160642570282,38.95582329317269,0.8032128514056224,78.63247863247864,21.367521367521366,0.0,0.0,8.421052631578947,22.807017543859647,30.87719298245614,21.75438596491228,16.140350877192983,0.0,21.385542168674696,36.144578313253014,3.313253012048193,16.265060240963855,2.4096385542168677,20.481927710843372,59.818731117824775,5.740181268882175,34.44108761329305,Bad
3884,Toronto DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Scarborough,477.0,57.4,100.0,27.5,27.5,14.4,0.0,59.5,31.9,50.166666666666664,-7.5,17.275,9.274999999999999,36.725,4.0,1.425,5.797101449275362,44.20289855072464,50.0,39.36507936507937,60.63492063492063,90.41450777202073,0.2590673575129534,5.958549222797927,3.3678756476683938,86.44501278772378,13.554987212276215,36.1323155216285,58.01526717557252,5.852417302798982,25.0,3.9473684210526314,5.701754385964912,65.35087719298247,0.0,44.75524475524475,55.24475524475524,0.0,0.0,23.107569721115535,24.302788844621514,28.68525896414343,7.171314741035857,16.733067729083665,0.0,19.701492537313435,34.92537313432836,4.179104477611941,19.402985074626866,2.0895522388059704,19.701492537313435,48.048048048048045,11.711711711711711,40.24024024024024,Bad
