,Board Name,Board Type,School Type,School Level,School Language,Grade Range,City,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Children Who Live in Low-Income Households,Percentage of Students Whose Parents Have Some University Education,Avg_EQAO,Avg_change_EQAO,Avg_age_aggr,Age_0to14yrs_aggr,Age_15to64yrs_aggr,Age_65+yrs_aggr,Avg_household_size_aggr,Perc_Dwelling_Single-detached house_aggr,Perc_Dwelling_Apartment_aggr,Perc_Dwelling_Otherattached_aggr,Perc_MaritalStatus_Married_aggr,Perc_MaritalStatus_NotMarried_aggr,Perc_KnowledgeofOfficialLanguage_EnglishOnly_aggr,Perc_KnowledgeofOfficialLanguage_FrenchOnly_aggr,Perc_KnowledgeofOfficialLanguage_both_aggr,Perc_KnowledgeofOfficialLanguage_none_aggr,Perc_Canadian citizens_aggr,Perc_NotCanadianCitizens_aggr,Perc_Immigration_Non-immigrants_aggr,Perc_Immigration_Immigrants_aggr,Perc_Immigration_Non-permanent residents_aggr,Perc_Immigration_SelectedPlacesBirth_Americas_aggr,Perc_Immigration_SelectedPlacesBirth_Europe_aggr,Perc_Immigration_SelectedPlacesBirth_Africa_aggr,Perc_Immigration_SelectedPlacesBirth_Asia_aggr,Perc_Immigration_SelectedPlacesBirth_Oceania_Other_aggr,Perc_Housing_Owner_aggr,Perc_Housing_Renter_aggr,Perc_Housing_BandHousing_aggr,Perc_EthnicOrigin_NorthAmericanAboriginal_aggr,Perc_EthnicOrigin_OtherNorthAmerican_aggr,Perc_EthnicOrigin_European_aggr,Perc_EthnicOrigin_Caribbean_aggr,Perc_EthnicOrigin_LatinCentralSouthAmerican_aggr,Perc_EthniOrigin_African_aggr,Perc_EthnicOrigin_Oceania_aggr,Perc_Education_No certificateDiplomaDegree_aggr,Perc_Education_Secondary(high)SchoolDiploma_aggr,Perc_Education_PostsecondaryCertificateDiplomaDegree_ApprenticeshipTradesCertificateDiploma_aggr,Perc_Education_PostsecondaryCertificateDiplomaDegree_CollegeCEGEPOtherNon-universityCertificateDiploma_aggr,Perc_Education_PostsecondaryCertificateDiplomaDegree_UniversityCertificateDiplomaBelowBachelorLevel_aggr,Perc_Education_PostsecondaryCertificateDiplomaDegree_UniversityCertificateDiplomaDegreeBachelorLevelAbove_aggr,Perc_Labour_InLabourForce_Employed_aggr,Perc_Labour_InLabourForce_Unemployed_aggr,Perc_Labour_NotInLabourForce_aggr,EQAO_Class
1,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Sault Ste Marie,182.0,0.0,100.0,0.0,0.0,14.8,0.0,11.0,56.3,59.666666666666664,-23.166666666666668,46.724999999999994,11.525,62.05,25.975,2.325,83.22147651006712,0.0,16.778523489932887,60.204081632653065,39.795918367346935,90.71856287425149,0.0,9.281437125748502,0.0,97.74193548387096,2.258064516129032,91.0828025477707,7.643312101910828,1.2738853503184715,36.36363636363637,54.54545454545454,0.0,9.090909090909092,0.0,81.94444444444444,18.055555555555554,0.0,6.20347394540943,25.55831265508685,66.25310173697271,0.49627791563275436,0.9925558312655087,0.49627791563275436,0.0,10.583941605839415,26.277372262773724,6.569343065693431,23.722627737226276,2.18978102189781,30.656934306569344,53.84615384615385,6.95970695970696,39.1941391941392,Bad
2,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-3,Bruce Mines,64.0,0.0,100.0,0.0,0.0,0.0,0.0,34.3,37.2,68.66666666666667,22.0,46.275,16.825,57.900000000000006,25.675,2.25,94.02173913043478,0.0,5.978260869565218,66.38655462184873,33.61344537815126,92.5925925925926,0.0,5.555555555555555,1.8518518518518516,97.65258215962442,2.3474178403755865,93.17647058823529,6.352941176470588,0.4705882352941176,19.230769230769234,73.07692307692307,0.0,7.6923076923076925,0.0,90.10989010989012,9.89010989010989,0.0,4.022988505747127,29.693486590038315,66.28352490421456,0.0,0.0,0.0,0.0,24.649859943977592,25.210084033613445,13.445378151260504,21.008403361344538,1.9607843137254901,13.725490196078432,49.29577464788733,3.3802816901408446,47.32394366197183,Fair
3,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Sault Ste Marie,177.0,0.0,100.0,0.0,0.0,17.5,0.0,32.0,31.4,41.333333333333336,-24.333333333333332,44.5,15.525,61.775,23.175,2.3249999999999997,73.58490566037736,0.0,26.41509433962264,62.77602523659306,37.22397476340694,88.26666666666667,0.0,11.733333333333333,0.0,97.26775956284153,2.73224043715847,88.79781420765028,10.655737704918032,0.546448087431694,10.526315789473683,63.1578947368421,5.263157894736842,21.052631578947366,0.0,86.25,13.750000000000002,0.0,7.657657657657657,20.72072072072072,70.04504504504504,0.9009009009009009,0.0,0.6756756756756757,0.0,12.218649517684888,30.86816720257235,8.360128617363344,23.47266881028939,1.607717041800643,23.47266881028939,55.519480519480524,4.545454545454546,39.935064935064936,Bad
4,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Blind River,152.0,0.0,99.3,0.0,0.0,25.6,0.0,24.8,19.8,45.5,-14.833333333333334,46.900000000000006,13.0,62.375,24.825,2.05,73.4375,0.0,26.5625,56.231884057971016,43.768115942028984,66.49874055415617,0.7556675062972292,32.49370277078086,0.2518891687657431,98.5576923076923,1.4423076923076923,94.6987951807229,5.301204819277109,0.0,31.57894736842105,47.368421052631575,0.0,21.052631578947366,0.0,64.6766169154229,35.32338308457712,0.0,13.718411552346572,31.768953068592058,52.888086642599276,1.6245487364620936,0.0,0.0,0.0,25.340599455040874,29.427792915531338,11.444141689373296,21.25340599455041,2.452316076294278,10.08174386920981,45.47945205479452,5.7534246575342465,48.76712328767123,Bad
5,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Sault Ste Marie,313.0,0.0,100.0,0.0,0.0,9.9,0.0,19.0,35.3,77.75,6.666666666666667,42.325,17.65,59.45,22.55,2.0,28.436018957345972,6.6350710900473935,64.92890995260665,35.09316770186335,64.90683229813664,91.25964010282776,0.0,8.740359897172237,0.0,93.73368146214099,6.266318537859007,88.02083333333334,7.552083333333333,4.427083333333334,24.137931034482758,62.06896551724138,0.0,13.793103448275861,0.0,17.22488038277512,82.77511961722487,0.0,11.76470588235294,24.369747899159663,60.08403361344538,2.3109243697478994,0.0,1.4705882352941175,0.0,27.67295597484277,33.0188679245283,5.660377358490567,21.069182389937108,1.257861635220126,11.320754716981133,36.90851735015773,4.73186119873817,58.359621451104104,Fair
7,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,Desbarats,116.0,0.0,100.0,0.0,0.0,17.2,0.0,31.2,31.7,64.0,-12.0,45.449999999999996,15.974999999999998,61.275000000000006,22.925,2.35,96.34146341463415,0.0,3.6585365853658534,71.08433734939759,28.915662650602407,93.41772151898734,0.0,5.3164556962025316,1.2658227848101267,98.1675392670157,1.832460732984293,93.1758530183727,6.299212598425196,0.5249343832020997,23.076923076923077,50.0,0.0,19.230769230769234,7.6923076923076925,92.45283018867924,7.547169811320755,0.0,6.652806652806653,23.284823284823286,70.06237006237006,0.0,0.0,0.0,0.0,19.45288753799392,22.492401215805472,11.246200607902736,24.012158054711247,3.0395136778115504,19.756838905775076,50.60606060606061,4.242424242424243,45.151515151515156,Fair
8,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,Desbarats,328.0,0.0,99.1,0.0,0.0,29.5,0.0,17.6,21.0,61.666666666666664,5.0,45.449999999999996,15.974999999999998,61.275000000000006,22.925,2.35,96.34146341463415,0.0,3.6585365853658534,71.08433734939759,28.915662650602407,93.41772151898734,0.0,5.3164556962025316,1.2658227848101267,98.1675392670157,1.832460732984293,93.1758530183727,6.299212598425196,0.5249343832020997,23.076923076923077,50.0,0.0,19.230769230769234,7.6923076923076925,92.45283018867924,7.547169811320755,0.0,6.652806652806653,23.284823284823286,70.06237006237006,0.0,0.0,0.0,0.0,19.45288753799392,22.492401215805472,11.246200607902736,24.012158054711247,3.0395136778115504,19.756838905775076,50.60606060606061,4.242424242424243,45.151515151515156,Fair
9,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Elliot Lake,274.0,0.0,97.8,0.0,0.0,18.9,0.0,32.5,24.3,21.833333333333332,-25.166666666666668,49.65,12.8,54.6,33.025,2.025,59.53488372093023,0.0,40.46511627906977,57.03125,42.96875,74.46808510638297,0.7092198581560284,24.58628841607565,0.2364066193853428,98.40546697038725,1.5945330296127564,90.27149321266968,9.276018099547512,0.4524886877828055,14.285714285714285,85.71428571428571,0.0,0.0,0.0,65.45454545454545,34.54545454545455,0.0,7.931034482758621,38.44827586206897,52.93103448275862,0.3448275862068966,0.0,0.3448275862068966,0.0,24.6684350132626,28.647214854111407,8.753315649867375,25.198938992042443,2.3872679045092835,10.344827586206897,37.40053050397878,3.978779840848806,58.620689655172406,Bad
10,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,Chapleau,68.0,0.0,100.0,0.0,0.0,29.4,0.0,0.0,0.0,46.0,-27.0,43.975,16.549999999999997,64.15,20.2,2.1999999999999997,73.87387387387388,0.0,26.126126126126124,63.133640552995395,36.86635944700461,45.2755905511811,4.330708661417323,49.21259842519685,1.1811023622047243,95.71984435797665,4.280155642023346,93.359375,6.640625,0.0,11.76470588235294,23.52941176470588,0.0,64.70588235294117,0.0,66.94915254237289,33.05084745762712,0.0,13.259668508287293,41.16022099447514,45.58011049723757,0.0,0.0,0.0,0.0,33.63636363636363,21.363636363636363,8.181818181818182,25.0,0.0,11.818181818181818,53.21100917431193,7.339449541284404,39.44954128440367,Bad
11,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Chapleau,91.0,0.0,98.9,0.0,0.0,14.2,0.0,23.7,0.0,38.666666666666664,22.0,44.375,16.625,62.85,22.15,2.15,70.53571428571429,0.0,29.464285714285715,60.18957345971564,39.81042654028436,45.52845528455284,4.471544715447155,48.78048780487805,1.2195121951219512,96.31147540983606,3.6885245901639343,93.44262295081968,6.557377049180328,0.0,13.333333333333334,26.666666666666668,0.0,60.0,0.0,65.78947368421053,34.21052631578947,0.0,13.521126760563378,42.25352112676056,44.225352112676056,0.0,0.0,0.0,0.0,33.49514563106796,20.388349514563107,9.223300970873787,30.097087378640776,0.0,6.796116504854369,54.63414634146342,5.853658536585367,39.51219512195122,Bad
12,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Sault Ste Marie,304.0,0.0,100.0,0.0,0.0,12.8,0.0,15.9,25.0,50.666666666666664,-0.16666666666666666,46.77499999999999,14.475,58.325,26.775,2.325,51.388888888888886,0.0,48.61111111111111,54.8926014319809,45.10739856801909,89.87341772151899,0.0,9.915611814345992,0.21097046413502107,97.50566893424036,2.494331065759637,93.19727891156462,6.802721088435375,0.0,25.925925925925924,66.66666666666666,0.0,7.4074074074074066,0.0,62.5615763546798,37.4384236453202,0.0,9.380530973451327,24.24778761061947,65.66371681415929,0.35398230088495575,0.0,0.35398230088495575,0.0,12.93800539083558,31.266846361185983,6.738544474393531,25.60646900269542,1.8867924528301887,21.563342318059302,52.956989247311824,5.64516129032258,41.39784946236559,Bad
13,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,Echo Bay,195.0,0.0,100.0,0.0,0.0,9.7,0.0,12.6,18.3,56.666666666666664,-8.0,31.35,13.55,48.85,12.85,1.875,94.64285714285714,0.0,5.357142857142857,67.94871794871796,32.05128205128205,93.6842105263158,0.0,5.964912280701754,0.3508771929824561,99.32885906040269,0.6711409395973155,96.95945945945947,3.040540540540541,0.0,0.0,100.0,0.0,0.0,0.0,88.42975206611571,11.570247933884298,0.0,11.74934725848564,33.94255874673629,53.78590078328982,0.5221932114882507,0.0,0.0,0.0,16.182572614107883,26.556016597510375,16.59751037344398,29.460580912863072,0.8298755186721992,10.37344398340249,54.958677685950406,5.371900826446281,39.66942148760331,Bad
14,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,Elliot Lake,292.0,0.0,99.3,0.0,0.0,24.3,0.0,19.7,9.9,73.33333333333333,-3.6666666666666665,46.574999999999996,14.575,57.1,28.1,2.225,82.85714285714286,0.0,17.142857142857142,62.76923076923077,37.230769230769226,70.15706806282722,1.5706806282722512,28.272251308900525,0.0,98.9873417721519,1.0126582278481013,92.17171717171718,7.828282828282829,0.0,17.24137931034483,75.86206896551724,0.0,6.896551724137931,0.0,79.21348314606742,20.786516853932586,0.0,7.846715328467154,40.51094890510949,51.277372262773724,0.0,0.0,0.36496350364963503,0.0,27.988338192419825,28.86297376093295,7.288629737609329,24.198250728862973,1.1661807580174928,10.495626822157435,39.884393063583815,5.202312138728324,54.91329479768786,Fair
15,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Elliot Lake,120.0,0.0,95.8,0.0,0.0,0.0,0.0,30.5,23.8,73.33333333333333,16.0,55.800000000000004,9.125,46.9,44.375,2.0,41.63265306122449,0.0,58.36734693877551,63.33333333333333,36.666666666666664,80.89430894308943,0.40650406504065045,18.69918699186992,0.0,98.5200845665962,1.4799154334038054,85.92436974789915,14.07563025210084,0.0,4.615384615384616,90.76923076923077,0.0,4.615384615384616,0.0,70.7112970711297,29.288702928870293,0.0,8.667736757624397,30.17656500802568,60.19261637239165,0.32102728731942215,0.32102728731942215,0.32102728731942215,0.0,26.027397260273972,30.82191780821918,8.904109589041095,24.200913242009133,2.054794520547945,7.9908675799086755,29.061784897025174,4.118993135011442,66.81922196796339,Fair
16,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Sault Ste Marie,661.0,1.7,100.0,0.0,0.0,5.7,0.0,18.4,39.1,81.25,-14.0,42.25,19.125,59.625,21.25,2.175,67.0,3.5000000000000004,29.5,49.849849849849846,50.150150150150154,90.2439024390244,0.0,9.75609756097561,0.0,97.9539641943734,2.0460358056265986,91.02564102564102,8.974358974358974,0.0,36.11111111111111,58.333333333333336,0.0,5.555555555555555,0.0,56.71641791044776,43.28358208955223,0.0,10.261569416498995,23.74245472837022,62.57545271629779,2.2132796780684103,0.8048289738430584,0.4024144869215292,0.0,21.518987341772153,28.79746835443038,7.2784810126582276,24.68354430379747,1.2658227848101267,16.455696202531644,45.22292993630573,4.45859872611465,50.318471337579616,Excellent
17,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Sault Ste Marie,263.0,0.0,100.0,0.0,0.0,18.2,0.0,12.8,46.0,67.33333333333333,0.5,43.125,16.1,62.025000000000006,22.05,2.6,100.0,0.0,0.0,69.35483870967742,30.64516129032258,90.32258064516128,0.0,9.67741935483871,0.0,99.46380697050938,0.5361930294906166,92.81914893617021,7.180851063829788,0.0,27.27272727272727,72.72727272727273,0.0,0.0,0.0,98.55072463768117,1.4492753623188406,0.0,6.024096385542169,28.514056224899598,64.65863453815261,0.0,0.0,0.8032128514056224,0.0,11.666666666666666,31.0,7.000000000000001,27.0,2.666666666666667,20.666666666666668,59.210526315789465,4.605263157894736,36.18421052631579,Fair
18,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Sault Ste Marie,209.0,0.0,100.0,0.0,0.0,16.7,0.0,16.2,34.0,57.333333333333336,-5.0,44.375,13.925,66.25,19.725,2.4749999999999996,85.22727272727273,0.0,14.772727272727273,62.27758007117438,37.72241992882562,91.69278996865204,0.0,7.993730407523511,0.3134796238244514,97.9876160990712,2.0123839009287927,92.36760124610592,7.320872274143301,0.3115264797507788,10.416666666666668,85.41666666666666,0.0,4.166666666666666,0.0,85.13011152416357,14.869888475836431,0.0,7.758620689655173,25.0,66.7487684729064,0.0,0.0,0.24630541871921183,0.24630541871921183,17.272727272727273,28.909090909090907,10.909090909090908,26.90909090909091,1.4545454545454546,14.545454545454545,56.284153005464475,5.828779599271402,37.88706739526412,Bad
19,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Sault Ste Marie,244.0,0.0,100.0,0.0,0.0,22.5,0.0,27.2,23.0,57.0,-6.333333333333333,42.5,18.15,60.324999999999996,21.45,2.3249999999999997,62.251655629139066,0.0,37.74834437086093,56.07142857142857,43.92857142857143,92.08211143695014,0.0,7.624633431085044,0.2932551319648094,98.8538681948424,1.146131805157593,91.90751445086705,8.092485549132949,0.0,19.230769230769234,80.76923076923077,0.0,0.0,0.0,66.44736842105263,33.55263157894737,0.0,12.472647702407002,25.82056892778993,60.393873085339166,0.6564551422319475,0.0,0.6564551422319475,0.0,22.45614035087719,34.03508771929825,5.964912280701754,26.666666666666668,0.0,10.87719298245614,49.48096885813148,6.920415224913495,43.59861591695502,Bad
20,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,Hornepayne,51.0,0.0,94.1,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,42.175,14.100000000000001,71.575,14.05,2.2249999999999996,77.85714285714286,2.857142857142857,19.28571428571429,61.56583629893239,38.43416370106761,79.43925233644859,0.9345794392523363,19.626168224299064,0.0,98.1651376146789,1.834862385321101,96.63608562691131,2.7522935779816518,0.6116207951070336,50.0,25.0,0.0,25.0,0.0,80.1418439716312,19.858156028368796,0.0,11.286681715575622,30.248306997742663,57.11060948081265,0.9029345372460496,0.0,0.4514672686230248,0.0,28.676470588235293,30.88235294117647,13.602941176470587,19.852941176470587,2.2058823529411766,4.779411764705882,58.08823529411765,8.823529411764707,33.088235294117645,Bad
22,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,Sault Ste Marie,174.0,0.0,100.0,0.0,0.0,16.6,0.0,23.6,26.8,55.666666666666664,11.333333333333334,43.075,15.975000000000001,62.27499999999999,21.6,2.375,57.89473684210527,0.0,42.10526315789473,57.72357723577236,42.27642276422765,90.9090909090909,0.0,8.863636363636363,0.22727272727272727,98.67549668874173,1.3245033112582782,90.72847682119205,9.271523178807946,0.0,17.5,82.5,0.0,0.0,0.0,72.25130890052355,27.748691099476442,0.0,6.610169491525424,27.11864406779661,64.57627118644068,0.6779661016949152,0.3389830508474576,0.3389830508474576,0.3389830508474576,21.066666666666666,34.4,9.066666666666666,23.466666666666665,1.6,10.4,51.86170212765957,5.053191489361701,43.08510638297872,Bad
23,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,Sault Ste Marie,162.0,0.0,100.0,0.0,0.0,20.9,0.0,27.8,19.8,35.166666666666664,-19.333333333333332,53.7,9.4,52.85000000000001,38.65,2.15,77.09923664122137,0.0,22.900763358778626,57.249070631970255,42.75092936802974,89.81818181818181,0.0,9.454545454545455,0.7272727272727273,97.84172661870504,2.158273381294964,81.94945848375451,18.050541516245488,0.0,11.320754716981133,84.90566037735849,0.0,3.7735849056603774,0.0,77.53623188405797,22.463768115942027,0.0,7.309941520467836,23.684210526315788,69.00584795321637,0.0,0.0,0.0,0.0,23.346303501945524,29.961089494163424,9.33852140077821,20.233463035019454,0.7782101167315175,16.342412451361866,46.45669291338583,4.724409448818897,48.818897637795274,Bad
24,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,Sault Ste Marie,754.0,1.7,99.9,0.0,0.0,20.6,0.0,12.8,29.3,58.666666666666664,-5.0,43.075,15.975000000000001,62.275000000000006,21.6,2.375,57.89473684210527,0.0,42.10526315789473,57.72357723577236,42.27642276422765,90.9090909090909,0.0,8.863636363636363,0.22727272727272727,98.67549668874173,1.3245033112582782,90.72847682119205,9.271523178807946,0.0,17.5,82.5,0.0,0.0,0.0,72.25130890052355,27.748691099476442,0.0,6.610169491525424,27.11864406779661,64.57627118644068,0.6779661016949152,0.3389830508474576,0.3389830508474576,0.3389830508474576,21.066666666666666,34.4,9.066666666666666,23.466666666666665,1.6,10.4,51.86170212765957,5.053191489361701,43.08510638297872,Bad
26,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,Wawa,98.0,0.0,99.0,0.0,0.0,29.5,0.0,0.0,28.2,60.666666666666664,15.5,43.650000000000006,14.975000000000001,64.875,20.125,2.2,77.8409090909091,0.0,22.15909090909091,61.702127659574465,38.297872340425535,67.26804123711341,1.5463917525773196,31.185567010309278,0.0,98.27160493827161,1.728395061728395,95.77114427860697,4.228855721393035,0.0,11.76470588235294,88.23529411764706,0.0,0.0,0.0,68.64864864864865,31.351351351351354,0.0,9.523809523809524,36.08058608058608,53.11355311355312,0.5494505494505495,0.0,0.0,0.7326007326007326,24.85549132947977,31.79190751445087,12.138728323699421,21.09826589595376,0.5780346820809248,9.53757225433526,56.97674418604651,4.3604651162790695,38.662790697674424,Fair
29,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Goulais River,176.0,0.0,100.0,0.0,0.0,11.9,0.0,18.2,22.7,38.5,2.5,44.45,14.05,67.5,18.575,2.275,97.95918367346938,0.0,2.0408163265306123,67.66256590509666,32.33743409490334,90.92284417549168,0.15128593040847202,8.925869894099849,0.0,97.90104947526237,2.0989505247376314,93.84384384384384,6.156156156156156,0.0,33.33333333333333,61.904761904761905,0.0,4.761904761904762,0.0,93.12714776632302,6.872852233676976,0.0,12.070874861572536,27.796234772978963,59.68992248062015,0.0,0.4429678848283499,0.0,0.0,20.950704225352112,28.345070422535212,12.147887323943662,28.169014084507044,1.056338028169014,9.330985915492958,55.400696864111495,6.445993031358885,38.153310104529616,Bad
31,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Sault Ste Marie,240.0,0.0,100.0,0.0,0.0,20.0,0.0,34.7,14.3,47.0,-8.0,48.0,11.3,59.825,28.599999999999998,2.1,77.52808988764045,12.921348314606742,9.550561797752808,58.231707317073166,41.76829268292683,89.57219251336899,0.0,8.823529411764707,1.6042780748663104,98.67021276595744,1.3297872340425532,86.24338624338624,13.227513227513226,0.5291005291005291,7.8431372549019605,88.23529411764706,0.0,3.9215686274509802,0.0,74.86338797814209,25.136612021857925,0.0,8.158995815899582,23.640167364016737,67.36401673640168,0.0,0.41841004184100417,0.0,0.41841004184100417,22.388059701492537,30.74626865671642,7.462686567164178,21.19402985074627,0.5970149253731344,17.611940298507463,43.452380952380956,6.25,50.297619047619044,Bad
32,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Sault Ste Marie,151.0,0.0,100.0,0.0,0.0,24.5,0.0,18.9,39.3,46.333333333333336,-2.8333333333333335,36.625,22.15,67.10000000000001,10.925,2.875,66.40625,0.0,33.59375,59.515570934256054,40.484429065743946,87.96791443850267,0.267379679144385,11.497326203208557,0.267379679144385,99.24812030075188,0.7518796992481203,95.7816377171216,4.218362282878412,0.0,60.0,20.0,0.0,20.0,0.0,77.94117647058823,22.058823529411764,0.0,14.795008912655971,24.598930481283425,59.180035650623886,0.7130124777183601,0.35650623885918004,0.35650623885918004,0.0,16.98717948717949,26.602564102564102,7.051282051282051,30.448717948717945,1.282051282051282,17.628205128205128,57.74193548387097,7.096774193548387,35.16129032258065,Bad
33,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Sault Ste Marie,236.0,0.0,100.0,0.0,0.0,10.5,0.0,18.9,37.2,75.16666666666667,19.333333333333332,41.075,17.15,65.27499999999999,16.55,2.45,60.18099547511312,0.0,39.81900452488688,60.14319809069213,39.856801909307876,87.3015873015873,0.0,12.3015873015873,0.3968253968253968,96.2,3.8,90.56224899598394,8.634538152610443,0.8032128514056224,17.77777777777778,46.666666666666664,6.666666666666667,28.888888888888886,0.0,62.5,37.5,0.0,11.40625,24.53125,63.4375,0.0,0.3125,0.0,0.3125,16.267942583732058,24.401913875598087,9.090909090909092,27.751196172248804,2.3923444976076556,20.095693779904305,55.714285714285715,6.666666666666667,37.61904761904762,Fair
34,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Sault Ste Marie,269.0,0.0,100.0,0.0,0.0,18.2,0.0,23.9,31.7,63.5,2.3333333333333335,47.849999999999994,12.825,59.625,27.3,2.125,61.71428571428571,30.28571428571429,8.0,58.54430379746836,41.45569620253164,88.42975206611571,0.0,11.570247933884298,0.0,96.54255319148936,3.4574468085106385,89.8936170212766,9.042553191489363,1.0638297872340425,22.857142857142858,57.14285714285714,5.714285714285714,14.285714285714285,0.0,84.88372093023256,15.11627906976744,0.0,6.995884773662551,24.074074074074073,67.48971193415639,1.02880658436214,0.0,0.411522633744856,0.0,12.461059190031152,24.299065420560748,4.361370716510903,25.54517133956386,1.557632398753894,31.775700934579437,55.4858934169279,2.507836990595611,42.00626959247649,Fair
35,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Sault Ste Marie,255.0,0.0,99.6,0.0,0.0,11.3,0.0,8.2,50.6,46.666666666666664,-22.333333333333332,42.0,15.65,68.225,15.299999999999999,2.7,99.27536231884058,0.0,0.7246376811594203,69.75308641975309,30.246913580246915,93.73368146214099,0.0,6.266318537859007,0.0,97.98488664987406,2.0151133501259446,90.15151515151516,9.848484848484848,0.0,26.82926829268293,60.97560975609756,0.0,7.317073170731707,4.878048780487805,97.8102189781022,2.18978102189781,0.0,7.7369439071566735,28.62669245647969,62.86266924564797,0.3868471953578337,0.3868471953578337,0.0,0.0,11.695906432748536,28.654970760233915,11.403508771929824,30.701754385964914,1.7543859649122806,15.789473684210526,65.69767441860465,3.77906976744186,30.523255813953487,Bad
36,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Sault Ste Marie,183.0,6.6,100.0,0.0,0.0,24.0,0.0,24.7,43.1,53.5,-1.6666666666666667,45.824999999999996,13.7,59.724999999999994,25.900000000000002,2.175,59.76331360946746,5.325443786982249,34.9112426035503,58.54430379746836,41.45569620253164,89.10081743869209,0.0,10.899182561307901,0.0,98.27586206896551,1.7241379310344827,89.68481375358166,9.742120343839542,0.5730659025787965,16.666666666666664,66.66666666666666,5.555555555555555,11.11111111111111,0.0,70.3030303030303,29.6969696969697,0.0,7.865168539325842,21.123595505617978,69.21348314606742,0.8988764044943821,0.44943820224719105,0.44943820224719105,0.0,15.960912052117262,30.944625407166125,7.491856677524431,26.058631921824105,0.6514657980456027,18.892508143322477,47.096774193548384,5.483870967741936,47.41935483870968,Bad
38,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Wawa,116.0,0.0,100.0,0.0,0.0,19.8,0.0,12.8,33.6,29.0,-37.666666666666664,43.64999999999999,14.975,64.875,20.125,2.2,77.8409090909091,0.0,22.15909090909091,61.702127659574465,38.297872340425535,67.26804123711341,1.5463917525773196,31.185567010309278,0.0,98.27160493827161,1.728395061728395,95.77114427860697,4.228855721393035,0.0,11.76470588235294,88.23529411764706,0.0,0.0,0.0,68.64864864864865,31.351351351351354,0.0,9.523809523809524,36.08058608058608,53.11355311355312,0.5494505494505495,0.0,0.0,0.7326007326007326,24.85549132947977,31.79190751445087,12.138728323699421,21.09826589595376,0.5780346820809248,9.53757225433526,56.97674418604651,4.3604651162790695,38.662790697674424,Bad
